TYG,  an old drinking-cup with two or more handles [n -S]
UDO,  (Japanese) a Japanese species of aralia [n -S]
UDS,  (archaic) an old interjection meaning 'God Save' [interj]
UEY,  (Australian slang) a U-turn [n -S]
UFO,  an unidentified flying object [n -S]
UGH,  the sound of a cough or grunt [n -S]
UGS,  UGto arouse loathing in [v]
UKE,  (short for) ukelelea small guitar-like instrument [n -S]
ULE,  a Central American rubber treealso HULE [n -S]
ULU,  (Inuit) an Inuit knife [n -S]
UME,  (Japanese) a fleshy yellow fruitsimilar to an apricot but having a sour flavour
UMM,  an interjection expressing doubt or hesitationalso UM [interj]
UMP,  (short for) to umpire [v -ED-ING
UMS,  UMto express doubt or hesitation
UMU,  (Maori) a type of Maori ovenaka hangi [n -S]
UNI,  (short for) university [n -S]
UNS,  UN(dialect) a spelling of 'one' intended to reflect a dialectal or informal pronunciation [n]
UPO,  upon [prep]
UPS,  UPto raise [v]
URB,  an urban area [n -S]
URD,  an annual bean grown in India [n -S]
URE,  (obsolete) an extinct wild ox [n -S]
URN,  a vase for the ashes of the dead [n -S] / to place in an urn [v -ED-ING
URP,  (slang) to vomit [v -ED-ING
USE,  to put into service [v USEDUSING
UTA,  any of a genus of large lizards [n -S]
UTE,  (Australian slang) a utility vehiclea small truck [n -S]
UTS,  UTthe musical tone C [n]
UTU,  (Maori) a settlement of a debt [n -S]
UVA,  a grape or grapelike berry [n UVAE or UVAS]
VAC,  to clean with a vacuum cleaner [v VACKEDVACKING
VAE,  in Orkney or Shetlanda bay or creek
VAG,  (Australian slang) to arrest someone for vagrancy [v VAGGEDVAGGING
VAN,  to transport in a type of motor vehicle [v VANNEDVANNING
VAR,  a unit of reactive power [n -S]
VAS,  (Latin) an anatomical duct [n VASA]
VAT,  to put into a large container for holding liquids [v VATTEDVATTING
VAU,  the sixth letter of the Hebrew alphabetalso VAV
VAV,  (Hebrew) a letter of the Hebrew alphabetalso VAW [n -S]
VAW,  (Hebrew) a letter of the Hebrew alphabetalso VAV [n -S]
VAX,  (short for) vaccination or vaccine [n -ES]
VEE,  the letter V [n -S]
VEG,  a vegetable [n VEGES or VEGGES] / to laze about [v VEGGEDVEGGING
VET,  to treat animals medically [v VETTEDVETTING
VEX,  to distress or annoy [v VEXED or (obsolete) VEXTVEXING
VIA,  (Latin) a way [n VIAS or VIAE]
VID,  (short for) video [n -S]
VIE,  to contend in rivalry [v VIEDVYING
VIG,  (short for) a vigorisha charge paid to a bookie on a bet [n -S]
VIM,  energyvigour [n -S]
VIN,  (French) wine [n -S]
VIS,  (Latin) force [n VIRES]
VLY,  (South African) low-lying ground where a shallow lake forms in the wet seasonalso VLEI [n VLIES]
VOE,  in Orkney or Shetlanda bay or creek
VOG,  air pollution caused by volcanic dust [n -S]
VOL,  in heraldrytwo wings displayed and conjoined [n -S]
VOM,  (short for) to vomit [v VOMMEDVOMMING
VOR,  (Shakespeare) to warn [v VORREDVORRING
VOW,  to make a solemn promise [v -ED-ING
VOX,  (Latin) a voice [n VOCES]
VUG,  a small cavity in a rockalso VUGG
VUM,  to vow [v VUMMEDVUMMING
WAB,  the interdigital skin web on certain animalsalso WEB [n -S]
WAD,  to form into a pad [v WADDEDWADDING
WAE,  (Scots) woe [n -S]
WAG,  to move from side to sidealso WAGGLE [v WAGGED
WAI,  (Maori) water [n -S]
WAN,  pale [adj WANNERWANNEST
WAP,  to throw or pull quickly [v WAPPEDWAPPING
WAR,  to engage in armed conflict [v WARREDWARRING
WAS,  BEto exist [v]
WAT,  wet [adj WATTERWATTEST] / a Thai Buddhist temple or monastery [n -S]
WAW,  (Scott) a wavealso WAWE [n -S]
WAX,  a fatty substance [n -ES] / to treat with wax [v -ED-ING
WAY,  (Spenser) to weighesteem [v -ED
WAZ,  (dialect) to urinatealso WAZZ [v WAZZED
WEB,  to provide fine structure spun by a spider [v WEBBEDWEBBING
WED,  to marry [v WEDDEDWEDDING
WEE,  small [adj WEERWEEST] / to urinate [v WEED
WEM,  (archaic) the womb or bellyalso WAME
WEN,  a benign tumor of the skin [n -S]
WET,  not dry [adj WETTERWETTEST
WEX,  (obsolete) to waxgrow
WEY,  a measure or weight for dry goods [n -S]
WHA,  (Scots) whoalso WHAE [pron]
WHO,  which person [pron]
WHY,  the reason or cause of something [n -S]
WIG,  an artificial covering of hair for the head [n -S] / to scold; to provide with a wig [v WIGGEDWIGGING
WIN,  to gain [v WONWINNING
WIS,  a sham archaic word for to knowalso WIST
WIT,  to know [v WISTWITTING
WIZ,  a very skilled person [n WIZES or WIZZES]
WOE,  griefsadness
WOF,  (Australian slang) a foolidiot [n -S]
WOG,  (offensive) a nonwhite foreigner [n -S]
WOK,  (Chinese) a pan used in Chinese cookeryalso WOCK [n -S]
WON,  (archaic) to dwellalso WOON [v WONNED
WOO,  to court; to seek the support of [v -ED-ING
WOP,  to thumpalso WHAP
WOS,  WO(archaic) woe
WOT,  (archaic) to knowalso WIS
WOW,  to impress or amaze [v -ED-ING
WOX,  WAXto treat with wax [v]
WRY,  twisted [adj WRIER or WRYERWRIEST or WRYEST] / to give a twist to [v WRIED
WUD,  (Scots) to load with wood [v WUDDEDWUDDING
WUS,  a Welsh term used in addressing a companion [n -ES]
WUZ,  a nonstandard spelling of wasrepresenting dialect or informal pronunciation [v]
WYE,  the letter Y [n -S]
WYN,  a runehaving the value of modern English W
XED,  crossed out (past tense of verb to xof which the present participle is x'ing) [v]
XIS,  XI(Greek) the fourteenth letter of the Greek alphabet [n]
YAD,  (Hebrew) a handheld pointer used for reading the Torah [n -S]
YAE,  (Scots) onealso AE [adj]
YAG,  a type of synthetic garnet containing yttrium and aluminiumused in lasers and as a gem [n -S]
YAH,  an affected upper-class person [n -S]
YAK,  to talk persistentlyalso YACK [v YAKKED
YAM,  a sweet potato [n -S]
YAP,  to bark shrilly [v YAPPEDYAPPING
YAR,  nimblealso YARE [adj YARER
YAS,  YAan Asian pear [n]
YAW,  of e.g. a planeto move from right to left in a horizontal plane [v -ED
YAY,  an affirmative votealso YEA [n -S]
YEA,  an affirmative votealso YAY [n -S]
YEH,  (colloquial) yesalso YEAH [interj]
YEN,  to desire or yearn [v YENNEDYENNING
YEP,  (colloquial) yesalso YUP [n -S]
YER,  (colloquial) your; you [adj]
YES,  an affirmative reply [n YESES or YESSES] / to give an affirmative reply to [v YESSEDYESSING
YET,  in additionbesides; nevertheless [adv]
YEW,  a type of evergreen treealso EUGH [n -S]
YEX,  to hiccupalso YESK [v -ED
YEZ,  (colloquial) yes [interj]
YGO,  GOto move along [v]
YID,  (offensive) a Jew [n -S]
YIN,  (Scots) onealso ANE [n -S]
YIP,  to utter a shortsudden cry [v YIPPED
YOB,  a loutalso YOBBO [n -S]
YOD,  (Hebrew) a Hebrew letteralso YODH [n -S]
YOK,  to laugh loudlyalso YOCK
YOM,  a Jewish dayesp. in a religious context [n YOMIM]
YON,  over therealso THON
YOU,  a pronoun referring to the person being addressed [pron YOUSYOUSE]
YOW,  to howlalso YOWL [v -ED
YUG,  (Sanskrit) one of the four Hindu ages of the worldalso YUGA [n -S]
YUK,  to laugh loudlyalso YOCK
YUM,  an interjection expressing satisfaction [interj]
YUP,  (colloquial) yesalso YEP [n -S]
YUS,  YU(Chinese) a precious jade [n]
ZAG,  to change course sharply [v ZAGGEDZAGGING
ZAP,  to kill or destroy instantaneously [v ZAPPEDZAPPING
ZAS,  ZA(slang) pizza [n]
ZAX,  a chopper for trimming slatealso SAX
ZEA,  part of a cereal plantonce used as a diuretic [n -S]
ZED,  the letter Zalso ZEE [n -S]
ZEE,  (US) the letter Zalso ZED [n -S]
ZEK,  an inmate of a labour camp in the former USSR [n -S]
ZEL,  (Turkish) an Oriental cymbal [n -S]
ZEN,  a state of calm attentiveness [n -S]
ZEP,  a long zeppelin shaped sandwich [n -S]
ZEX,  a chopper for trimming slatealso SAX
ZHO,  (Tibetan) a cross between a yak and a cowalso DSO
ZIG,  to change course sharply [v ZIGGEDZIGGING
ZIN,  (short for) zinfandela kind of grape [n -S]
ZIP,  to fasten with a metal fastener with teeth [v ZIPPEDZIPPING
ZIT,  a pimple [n -S]
ZIZ,  to take a nap [v ZIZZEDZIZZING
ZOA,  ZOONthe whole product of one fertilized egg [n]
ZOL,  (South African) a cannabis cigarette [n -S]
ZOO,  a home for animals in captivity [n -S]
ZOS,  ZO(Tibetan) a cross between a yak and a cow
ZUZ,  a silver coin of ancient Palestine [n ZUZIM or ZUZZIM]
ZZZ,  an interjection expressing sleep [interj]
